imdb_id,star,director,actor1,actor2,actor3,genre,runtime,user,critc,budget
tt2239832,5.8,Tim Story,Kevin Hart,Gabrielle Union,Wendi McLendon-Covey,Comedy,105,37,51,24000000
tt1430612,5.7,Camille Delamarre,Paul Walker,David Belle,RZA,Action,90,114,184,28000000
tt3832914,6.4,Alex Kendrick,Priscilla C. Shirer,T.C. Stallings,Karen Abercrombie,Drama,120,136,40,3000000
tt1872194,7.4,David Dobkin,Robert Downey Jr.,Robert Duvall,Vera Farmiga,Crime,141,295,278,50000000
tt2911666,7.3,Chad Stahelski,Keanu Reeves,Michael Nyqvist,Alfie Allen,Action,101,805,413,20000000
tt1355630,6.8,R.J. Cutler,Chloë Grace Moretz,Mireille Enos,Jamie Blackley,Drama,106,147,143,11000000
tt0884732,6.7,Jeremy Garelick,Kevin Hart,Josh Gad,Kaley Cuoco,Comedy,101,120,117,23000000
tt2679042,5.7,Aleksander Bach,Rupert Friend,Hannah Ware,Zachary Quinto,Action,96,181,189,35000000
tt3547740,7.3,Eric Lartigau,Karin Viard,François Damiens,Eric Elmosnino,Comedy,105,34,96,11000000
tt2557490,6.1,Seth MacFarlane,Seth MacFarlane,Charlize Theron,Liam Neeson,Comedy,116,448,307,0
tt2377322,6.2,Scott Derrickson,Eric Bana,Edgar Ramírez,Olivia Munn,Horror,118,208,244,30000000
tt1390411,6.9,Ron Howard,Chris Hemsworth,Cillian Murphy,Brendan Gleeson,Action,122,193,305,100000000
tt2980648,7.3,Lasse Hallström,Helen Mirren,Om Puri,Manish Dayal,Comedy,122,202,176,22000000
tt1029360,4.9,Gil Kenan,Sam Rockwell,Rosemarie DeWitt,Kennedi Clements,Horror,93,361,273,35000000
tt2103254,4.9,Ben Falcone,Melissa McCarthy,Susan Sarandon,Kathy Bates,Comedy,97,154,145,20000000
tt2262227,7.3,Jorge R. Gutiérrez,Diego Luna,Zoe Saldana,Channing Tatum,Animation,95,115,158,50000000
tt2209764,6.3,Wally Pfister,Johnny Depp,Rebecca Hall,Morgan Freeman,Drama,119,493,367,100000000
tt2562232,7.7,Alejandro G. Iñárritu,Michael Keaton,Zach Galifianakis,Edward Norton,Comedy,119,"1,193",605,18000000
tt1204977,4.5,Stiles White,Olivia Cooke,Ana Coto,Daren Kagasoff,Horror,89,176,196,5000000
tt1823672,6.8,Neill Blomkamp,Sharlto Copley,Dev Patel,Hugh Jackman,Action,120,694,379,49000000
tt2170439,6.3,Sean Anders,Jason Bateman,Jason Sudeikis,Charlie Day,Comedy,108,210,199,42000000
tt1121096,5.5,Sergei Bodrov,Ben Barnes,Julianne Moore,Jeff Bridges,Action,102,165,178,95000000
tt2975578,6.5,James DeMonaco,Frank Grillo,Carmen Ejogo,Zach Gilford,Action,104,265,307,9000000
tt0787474,6.8,Graham Annable,Ben Kingsley,Jared Harris,Nick Frost,Animation,97,130,225,60000000
tt2980516,7.7,James Marsh,Eddie Redmayne,Felicity Jones,Tom Prior,Biography,123,425,421,15000000
tt1956620,5.1,Jake Kasdan,Jason Segel,Cameron Diaz,Rob Corddry,Comedy,97,168,202,40000000
tt1086772,6.5,Frank Coraci,Adam Sandler,Drew Barrymore,Wendi McLendon-Covey,Comedy,117,200,171,40000000
tt1924435,6.5,Luke Greenfield,Jake Johnson,Damon Wayans Jr.,Rob Riggle,Comedy,104,160,132,17000000
tt1823664,5.3,Will Gluck,Quvenzhané Wallis,Cameron Diaz,Jamie Foxx,Comedy,119,231,176,65000000
tt2106361,5.8,Steven Quale,Richard Armitage,Sarah Wayne Callies,Matt Walsh,Action,89,228,232,50000000
tt2980706,6,Roberts Gannaway,Dane Cook,Ed Harris,Julie Bowen,Animation,83,48,125,50000000
tt2096672,5.6,Bobby Farrelly,Jim Carrey,Jeff Daniels,Rob Riggle,Adventure,110,302,223,40000000
tt1809398,7.2,Angelina Jolie,Jack O'Connell,Miyavi,Domhnall Gleeson,Biography,137,389,327,65000000
tt1617661,5.3,Lana Wachowski,Channing Tatum,Mila Kunis,Eddie Redmayne,Action,124,781,399,176000003
tt2369135,6.5,Scott Waugh,Aaron Paul,Dominic Cooper,Imogen Poots,Action,130,374,328,66000000
tt2203939,6,Nick Cassavetes,Cameron Diaz,Leslie Mann,Kate Upton,Comedy,109,206,202,40000000
tt2180411,6,Rob Marshall,Anna Kendrick,Meryl Streep,Chris Pine,Adventure,125,823,331,50000000
tt1964418,6.5,Brad Bird,George Clooney,Britt Robertson,Hugh Laurie,Action,130,545,456,190000000
tt2333784,6.1,Patrick Hughes,Sylvester Stallone,Jason Statham,Jet Li,Action,127,368,327,90000000
tt2713180,7.6,David Ayer,Brad Pitt,Shia LaBeouf,Logan Lerman,Action,135,772,420,68000000
tt2637276,6.3,Seth MacFarlane,Mark Wahlberg,Seth MacFarlane,Amanda Seyfried,Comedy,115,244,289,68000000
tt0829150,6.3,Gary Shore,Luke Evans,Dominic Cooper,Sarah Gadon,Action,92,452,267,10000000
tt2084970,8,Morten Tyldum,Benedict Cumberbatch,Keira Knightley,Matthew Goode,Biography,113,685,468,14000000
tt3079380,7,Paul Feig,Melissa McCarthy,Rose Byrne,Jude Law,Action,120,443,368,65000000
tt3322940,5.4,John R. Leonetti,Ward Horton,Annabelle Wallis,Alfre Woodard,Horror,99,338,288,6500000
tt1109624,7.2,Paul King,Hugh Bonneville,Sally Hawkins,Julie Walters,Animation,95,207,239,55000000
tt1528100,6,Ridley Scott,Christian Bale,Joel Edgerton,Ben Kingsley,Action,150,699,320,140000000
tt1840309,6.7,Neil Burger,Shailene Woodley,Theo James,Kate Winslet,Adventure,139,755,467,85000000
tt2848292,6.4,Elizabeth Banks,Anna Kendrick,Rebel Wilson,Hailee Steinfeld,Comedy,115,205,235,29000000
tt2908446,6.2,Robert Schwentke,Shailene Woodley,Ansel Elgort,Theo James,Action,119,284,276,110000000
tt2582846,7.8,Josh Boone,Shailene Woodley,Ansel Elgort,Nat Wolff,Drama,125,584,329,12000000
tt2279373,6,Paul Tibbitt,Tom Kenny,Antonio Banderas,Bill Fagerbakke,Animation,93,156,149,74000000
tt2294449,7,Phil Lord,Channing Tatum,Jonah Hill,Ice Cube,Action,112,335,337,50000000
tt1979388,6.7,Peter Sohn,Jeffrey Wright,Frances McDormand,Maleah Nipay-Padilla,Animation,93,399,316,175000000
tt1959490,5.8,Darren Aronofsky,Russell Crowe,Jennifer Connelly,Anthony Hopkins,Action,139,"1,297",439,125000000
tt2692250,6.2,Shawn Levy,Ben Stiller,Robin Williams,Owen Wilson,Adventure,97,137,157,127000000
tt1911658,6.7,Eric Darnell,Tom McGrath,Chris Miller,Christopher Knights,Animation,92,130,159,132000000
tt2267998,8.1,David Fincher,Ben Affleck,Rosamund Pike,Neil Patrick Harris,Crime,145,"1,219",602,61000000
tt1392190,8.1,George Miller,Tom Hardy,Charlize Theron,Nicholas Hoult,Action,120,"1,743",790,150000000
tt2224026,6.6,Tim Johnson,Jim Parsons,Rihanna,Steve Martin,Animation,94,224,172,135000000
tt2872732,6.4,Luc Besson,Scarlett Johansson,Morgan Freeman,Min-sik Choi,Action,89,"1,001",418,40000000
tt2126355,6.1,Brad Peyton,Dwayne Johnson,Carla Gugino,Alexandra Daddario,Action,114,542,376,110000000
tt1291150,5.8,Jonathan Liebesman,Megan Fox,Will Arnett,William Fichtner,Action,101,518,354,125000000
tt2357291,6.3,Carlos Saldanha,Jesse Eisenberg,Anne Hathaway,Jemaine Clement,Animation,102,105,164,103000000
tt0831387,6.4,Gareth Edwards,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston,Action,123,"1,522",611,160000000
tt1661199,6.9,Kenneth Branagh,Lily James,Cate Blanchett,Richard Madden,Drama,105,362,363,95000000
tt2179136,7.3,Clint Eastwood,Bradley Cooper,Sienna Miller,Kyle Gallner,Action,133,959,503,58800000
tt2245084,7.8,Don Hall,Ryan Potter,Scott Adsit,Jamie Chung,Animation,102,467,396,165000000
tt0816692,8.6,Christopher Nolan,Matthew McConaughey,Anne Hathaway,Jessica Chastain,Adventure,169,"3,070",711,165000000
tt2103281,7.6,Matt Reeves,Gary Oldman,Keri Russell,Andy Serkis,Action,130,662,539,170000000
tt1843866,7.8,Anthony Russo,Chris Evans,Samuel L. Jackson,Scarlett Johansson,Action,136,791,586,170000000
tt1877832,8,Bryan Singer,Patrick Stewart,Ian McKellen,Hugh Jackman,Action,131,776,549,250000000
tt1951265,6.7,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Action,123,596,421,125000000
tt2310332,7.4,Peter Jackson,Ian McKellen,Martin Freeman,Richard Armitage,Adventure,144,838,439,250000000
tt2293640,6.4,Kyle Balda,Sandra Bullock,Jon Hamm,Michael Keaton,Animation,91,302,326,74000000
tt2395427,7.4,Joss Whedon,Robert Downey Jr.,Chris Evans,Mark Ruffalo,Action,141,"1,166",662,280000000
tt2820852,7.2,James Wan,Vin Diesel,Paul Walker,Dwayne Johnson,Action,137,702,441,190000000
tt0369610,7,Colin Trevorrow,Chris Pratt,Bryce Dallas Howard,Ty Simpkins,Action,124,"1,424",675,150000000
tt4000870,5.3,Jamie Babbit,Judy Greer,Natasha Lyonne,Malcolm Barrett,Comedy,85,15,33,0
tt4733536,4.9,Nick Love,Stephen Dorff,Eddie Griffin,Bill Billions,Action,86,29,17,0
tt1206285,7.6,Javier Fesser,Nerea Camacho,Carme Elias,Mariano Venancio,Drama,143,18,23,0
tt4163644,6.4,Bruno Podalydès,Bruno Podalydès,Sandrine Kiberlain,Agnès Jaoui,Comedy,105,4,30,0
tt4506106,6.7,Simranjit Singh Hundal,Sumeet Singh Sarao,Guggu Gill,Sezal Sharma,Sport,,no data,no data,0
tt4887842,3.2,Jamie Root,Asher Kennedy,Iara Mandyn,Will Urbina,Horror,83,6,9,0
tt3495644,6.3,Juan Schnitman,Pilar Gamboa,Juan Barberini,,Drama,95,1,16,0
tt3946300,4.6,Powell Robinson,Rebekah Kennedy,Ellis Greer,Dan Creed,Horror,82,16,36,0
tt4059112,4.1,Bruce Fontaine,Nickolas Baric,Raymond Chan,Peter Chao,Action,89,no data,5,0
tt3059816,5.1,Nick Sandow,Vincenzo Amato,Patricia Arquette,Nicholas Belleas,Crime,90,9,10,0
tt5080804,4.2,Jesse Thomas Cook,Liv Collins,Sarah Power,Timothy Burd,Horror,95,4,18,0
tt5253754,7.3,Gilles Penso,Rick Baker,Joe Dante,Guillermo del Toro,Documentary,104,1,26,0
tt3774790,4.5,Matt Osterman,Brandon Routh,Dane Cook,Caity Lotz,Mystery,91,117,25,0
tt1359553,5.6,Jean-Paul Salomé,Marc-André Grondin,Ellen Barkin,Famke Janssen,Biography,106,9,5,0
tt2933004,5.5,Pavle Vuckovic,Slaven Doslo,Jovana Stojiljkovic,Milos Pjevac,Drama,105,10,17,0
tt2544766,7.1,Roel Reiné,Frank Lammers,Sanne Langelaar,Barry Atsma,Action,128,37,22,10000000
tt3398628,7.4,Karen Guthrie,Ann Guthrie,Ian Guthrie,Karen Guthrie,Documentary,81,no data,16,0
tt4050596,3.8,Steven Nesbit,Freema Agyeman,Judith Alexander,Keith Allen,Thriller,97,9,10,0
tt4336186,7,Nicole Nielsen Horanyi,Triera Holley,Kimberley Motley,,Documentary,84,no data,4,0
tt3324494,6.4,Cédric Anger,Guillaume Canet,Ana Girardot,Jean-Yves Berteloot,Crime,111,14,27,5100000
tt4439102,4.1,Shawn Crahan,Kim Coates,Tyler Ross,Meadow Williams,Action,88,14,21,0
tt2073091,3.9,Maeve Murphy,Kelly Brook,Georgia Groome,Scot Williams,Comedy,,5,11,0
tt4704314,6.5,Simon Napier-Bell,Alice Cooper,Tony DeSare,Paul Gambaccini,Documentary,81,1,1,0
tt4075804,8.4,Francesco Clerici,Marius Costel Simion,Elia Alunni Tullini,Nicolae Ciortan,Documentary,77,no data,18,0
tt3833746,5.9,Michael Madsen,Mazlan Othman,Paul Beaver,Janos Tisovszky,Documentary,83,5,45,0
tt5324456,6.7,Rajesh Pillai,Kunchacko Boban,Manju Warrier,Indrajith Sukumaran,Crime,112,3,2,0
tt0337723,3.2,Joe Ripple,Jamie Bell,George Stover,Steven King,Action,83,7,6,30000
tt2184335,6.3,Michael Caton-Jones,Letitia Wright,Shirley Henderson,Ian Hart,Crime,114,14,19,3000000
tt1724597,6.4,Derrick Borte,Jonathan Rhys Meyers,Natascha McElhone,Tom Hughes,Drama,92,12,22,0
tt3186788,6,Greg Sneddon,Tshering Zangmo,Kandu,Tandin Phub,Drama,89,no data,no data,0
tt3249414,6.5,Nicolas Steiner,,,,Documentary,120,2,17,0
tt1641841,5.7,Ekachai Uekrongtham,Dolph Lundgren,Tony Jaa,Ron Perlman,Action,96,44,73,10000000
tt3726252,7.9,Vaughan Sivell,Joe Calzaghe,Enzo Calzaghe,James Dean Bradfield,Documentary,90,4,1,0
tt3561236,4.9,Neil Mcenery-West,Louise Brealey,Billy Postlethwaite,Lee Ross,Horror,77,26,34,0
tt4034452,6.5,Paul Gross,Rossif Sutherland,Allan Hawco,David Richmond-Peck,Drama,120,42,24,0
tt3480796,4.2,Brian A. Miller,Thomas Jane,Bruce Willis,Ambyr Childers,Action,96,125,57,10000000
tt4797082,7.4,Muffie Meyer,,,,Documentary,64,no data,3,0
tt3798628,5.8,Ondi Timoner,Russell Brand,Simon Amstell,Andrew Antonio,Documentary,105,4,19,0
tt0265739,6.5,Wai-Keung Lau,Ekin Cheng,Jordan Chan,Shin'ichi Chiba,Crime,118,6,8,0
tt0112462,5.4,Joel Schumacher,Val Kilmer,Tommy Lee Jones,Jim Carrey,Action,121,569,158,100000000
tt3190158,4.9,Jean-Christophe Jeauffre,Zachary Quinto,Charlotte Rampling,Pascal Lee,Adventure,94,24,6,0
tt2241750,5.2,Dean Francis,Matt Levett,Maya Stange,Jack Matthews,Drama,93,17,11,0
tt4082596,6.9,Chad Gracia,Andrei Alexandrovich,Fedor Alexandrovich,Igor Alexandrovich,Documentary,80,22,42,0
tt3237942,5.1,Roger Boyer,Stefanie Austin,Genevieve DeGraves,Jalin Desloges,Horror,75,14,8,0
tt3876702,6,Helen Walsh,Lauren McQueen,Brogan Ellis,Stephen Lord,Drama,101,7,29,0
tt3826186,6.6,Muzaffar Ali,Imran Abbas,Pernia Qureshi,Muzaffar Ali,Drama,124,2,3,0
tt3240784,6.4,David T. Friendly,,,,Documentary,73,1,9,0
tt3544218,6.7,Felix Van Groeningen,Stef Aerts,Tom Vermeir,Stefaan De Winter,Drama,127,5,54,0
tt3776484,6.3,Mozez Singh,Vicky Kaushal,Sarah-Jane Dias,Raaghav Chanana,Drama,115,3,9,0
tt3029476,5.6,Ron Scalpello,Danny Huston,Matthew Goode,Joe Cole,Drama,91,22,22,0
tt2265431,5.3,Jaime Zevallos,Angela Sarafyan,Jaime Zevallos,Sean Nateghi,Comedy,90,2,no data,1
tt4159182,5.5,Joann Sfar,Freya Mavor,Benjamin Biolay,Elio Germano,Drama,93,16,39,0
tt3838992,4.3,Kevin Smith,Lily-Rose Depp,Harley Quinn Smith,Johnny Depp,Comedy,88,74,106,5000000
tt3262252,5,Vladimir de Fontenay,Sam Dillon,Thomas Mann,James Franco,Biography,70,6,4,0
tt2899142,5.6,Martin McKenna,Sean Keenan,Greg Stone,Susie Porter,Drama,,5,5,0
tt5005496,5.4,Juan Cavestany,Lorena Iglesias,Vito Sanz,Jorge Suquet,Comedy,80,no data,11,0
tt3763790,6.6,Ross Lipman,Ross Lipman,Kevin Brownlow,Judith Douw,Documentary,130,5,7,0
tt4466336,5.8,Elie Wajeman,Tahar Rahim,Adèle Exarchopoulos,Swann Arlaud,Drama,101,2,11,0
tt5328262,5.3,Jijo Antony,Prithviraj Sukumaran,Chemban Vinod Jose,Chandini Sreedharan,Action,150,2,11,0
tt2735292,3.5,Martin Owen,Andy Dick,Mischa Barton,Eric Roberts,Crime,86,5,20,0
tt5360804,6.4,Eliza Petkova,Anna Manolova,Snezhina Petrova,Mihail Stoyanov,Drama,92,no data,1,0
tt1618448,8.2,Louie Psihoyos,Elon Musk,Joel Sartore,Louie Psihoyos,Documentary,90,29,19,0
tt1131734,5.2,Karyn Kusama,Megan Fox,Amanda Seyfried,Adam Brody,Comedy,100,304,308,16000000
tt4637240,5.7,Declan Recks,Roger Allam,Barry Ward,Conleth Hill,Drama,99,2,7,0
tt5294198,5.8,Onur Tukel,Sandra Oh,Anne Heche,Alicia Silverstone,Comedy,96,27,63,0
tt5048612,7.6,Kirtan Patel,Rajeev Mehta,Falguni Dave,Aditya Kapadia,Drama,152,4,1,0
tt4216890,6.6,Rachel Lang,Salomé Richard,Claude Gensac,Lazare Gousseau,Comedy,95,3,28,0
tt4496082,5.9,Antony Donchev,Soran Ebrahim,Violeta Markovska,Mehmet Selim Akgul,Drama,90,no data,no data,0
tt5214394,7.8,Ranjith Sankar,Jayasurya,Shivada Nair,Aju Varghese,Drama,134,5,1,0
tt4663992,7.1,César Augusto Acevedo,Haimer Leal,Hilda Ruiz,Edison Raigosa,Drama,97,4,46,0
tt2311428,3.3,Natalie Bible',Samaire Armstrong,Anna Biani,Matt Cohen,Mystery,90,6,7,0
tt3770426,4.8,Matthew McDuffie,Kaley Cuoco,Virginia Madsen,Sasha Pieterse,Drama,93,4,9,0
tt1950135,4.6,Nick Weiss,Nick P. Ross,J.R. Ramirez,Christian Cooke,Comedy,81,7,3,0
tt3055402,5.5,Jon Drever,Brett Goldstein,Catherine Tate,Natalia Tena,Action,82,12,14,0
tt1341188,5.4,James L. Brooks,Reese Witherspoon,Paul Rudd,Owen Wilson,Comedy,121,206,171,120000000
tt2460506,6.8,Robert Fontaine,Robert Fontaine,Michael Brainard,Grant Boyd,Crime,126,1,7,2100000
tt2157103,6.8,Laron Austin,Errol Sadler,Doris Morgado,Ted Huckabee,Action,,1,3,0
tt2049630,6.4,Raj Amit Kumar,Victor Banerjee,Adil Hussain,Bhanu Uday,Crime,102,6,8,0
tt5007908,6.3,Ken Wardrop,,,,Documentary,74,no data,3,0
tt3817962,6.3,Jérôme Bonnell,Anaïs Demoustier,Félix Moati,Sophie Verbeeck,Comedy,86,5,12,0
tt5323568,6.5,A.K. Sajan,Mammootty,Nayanthara,Sheelu Abraham,Mystery,133,6,2,0
tt4080012,6.9,Francisco Espada,José Luis García Pérez,Cristina Plazas,Eduardo Velasco,Thriller,,no data,no data,0
tt3713030,5.7,Justin Kelly,James Franco,Zachary Quinto,Emma Roberts,Biography,98,19,49,0
tt4048168,6.3,James Steven Sadwith,Alex Wolff,Stefania LaVie Owen,Chris Cooper,Drama,97,19,20,0
tt5170338,7.2,Marianne Lambert,Chantal Akerman,Gus Van Sant,,Documentary,67,no data,4,0
tt4504626,7.6,Mohammed Naqvi,Abdul Aziz,Pervez Hoodbhoy,,Documentary,84,4,12,0
tt5641162,4.7,Gray Hofmeyr,Leon Schuster,Desmond Dube,Gerrit Schoonhoven,Comedy,90,no data,no data,0
tt4276112,5.5,Luke Meyer,Malcolm Brickhouse,Jarad Dawkins,Alec Atkins,Documentary,92,3,16,0
tt3972934,7.5,Chris Pahlow,Nicholas Kato,Maya Aleksandra,Christine Lui,Comedy,85,no data,no data,0
tt0127153,5.3,Paul Thomas,Kira Reed Lorsch,Dan Frank,Barry Sattels,Drama,102,6,2,0
tt4881242,5.4,Renjith,Mohanlal,Andrea Jeremiah,Siddique,Action,129,5,3,1050255
tt2781406,4.7,David Leon,Stephen Graham,Christopher Fairbank,Michael Smiley,Crime,,3,8,0
tt2049543,5.5,Jacob Gentry,Chad McKnight,Brianne Davis,AJ Bowen,Drama,101,70,72,0
tt3122842,6.3,Justin Lerner,Joseph Cross,Adelaide Clemens,Deborah Ann Woll,Comedy,97,6,18,0
tt1507571,5.6,Brendan Malloy,Maika Monroe,Cody Fern,Jennifer Garner,Drama,104,7,12,0
tt4192896,6,Gareth Bryn,Dyfan Dwyfor,Annes Elwy,Mark Lewis Jones,Drama,87,9,23,0
tt4058750,8.1,Tony Girardin,Giuseppe Marinoni,,,Documentary,90,no data,12,0
tt3791268,5,Eric Weinrib,Roseanne Barr,Michael Moore,Rosie O'Donnell,Documentary,94,1,3,0
tt3460084,6.8,Yasir Jaswal,Danish Taimoor,Ali Safina,Wiqar Ali Khan,Action,,19,7,0
tt4880956,6.6,Otar Iosseliani,Rufus,Amiran Amiranashvili,Mathias Jung,Comedy,117,2,7,0
tt3918774,4.7,William De Vital,Sally Kirkland,Natasha Alam,Eric Roberts,Action,102,2,1,2200000
tt4973112,8.4,Mark Neale,Jorge Lorenzo,Jose Manuel Lorenzo,Marc Marquez,Documentary,138,6,1,0
tt3162938,7.7,Andrew Morgan,Livia Giuggioli,Stella McCartney,Vandana Shiva,Documentary,92,12,11,0
tt3646344,6.3,Laura Bispuri,Alba Rohrwacher,Emily Ferratello,Lars Eidinger,Drama,87,3,52,0
tt3461882,7.4,Horacio Alcala,Antonio Segura,Max La Sala,Damian Istria,Documentary,87,1,3,0
tt4974356,3.9,Vinayak V.V.,Akhil Akkineni,Sayyeshaa Saigal,Rajendraprasad,Action,130,1,2,0
tt3334212,6.4,Paul Ashton,Paul Ashton,Ahmed Bharoocha,Gia Carides,Comedy,86,1,3,0
tt3591988,4.7,Joseph Sims-Dennett,Stephanie King,Lindsay Farris,Brendan Cowell,Horror,90,16,46,0
tt4109204,5.1,Adam Friedman,Chris Baker-Brian,Florence Banda,Ibrahim Bangura,Documentary,100,1,1,0
tt4928620,8.4,Salim Ahmed,Mammootty,Sreenivasan,Jewel Mary,Drama,110,5,2,0
tt3250032,5.2,Ally Walker,Joshua Rush,Adrian Grenier,Joanna Ranee Wood,Comedy,92,2,6,0
tt4935954,7,Pietra Brettkelly,Ibrehim Arif,Mahmoud Ghafouri,Isaaq Yousif,Documentary,91,no data,7,0
tt4468132,7,Jeanie Finlay,Jerry Adams,Sharon Attaway Nettleton,Gail Brewer-Giorgio,Documentary,86,4,16,0
tt4206218,6.8,lvaro Longoria,Rajiv Narayam,,,Documentary,94,9,17,0
tt5271432,6.3,John Varghese,Dhyan Sreenivasan,Mukesh,Namitha Pramod,Comedy,133,4,3,0
tt2307002,6.7,Nick Remy Matthews,Tilda Cobham-Hervey,Sara West,Mark Leonard Winter,Drama,110,10,21,1000000
tt1274586,4.4,Paul Schrader,Nicolas Cage,Anton Yelchin,Alexander Karim,Drama,94,55,70,15000000
tt4881172,6.3,Ben Rivers,Oliver Laxe,,,Drama,98,no data,19,0
tt4692242,6.5,Miguel Gomes,Crista Alfaiate,Américo Silva,Amar Bounachada,Drama,126,4,48,0
tt3911554,6.8,Michael Haertlein,Kengo Hioki,Kotaro Tsukada,Yumiko Hioki,Documentary,82,no data,24,0
tt4079782,6,Abdolreza Kahani,Taraneh Alidoosti,Babak Hamidian,Reza Attaran,Drama,76,no data,13,0
tt3587396,7.7,Bill Guttentag,Abu Musab Al-Zarqawi,Michael Ware,,Documentary,78,17,10,0
tt4150494,6.5,Magnus von Horn,Ulrik Munther,Mats Blomgren,Ellen Jelinek,Drama,102,5,48,0
tt3332308,7.2,Bill Jones,Terry Jones,George Magnus,Robert Shiller,Documentary,74,6,13,0
tt4481310,6.7,Alison E. Rose,,,,Documentary,85,5,15,0
tt4414694,6.1,Manu Luksch,Tilda Swinton,,,Documentary,88,no data,12,0
tt3771626,6.8,Jen Senko,Eric Boehlert,David Brock,Noam Chomsky,Documentary,90,18,15,0
tt5222624,8.9,Paul Caslin,Alex Gaskarth,Michael Clifford,Luke Hemmings,Music,95,no data,no data,0
tt5083702,7.7,David Sington,Herbert A. Fuchs,Sammy Silverwatch,Nick Yarris,Documentary,96,25,24,0
tt2654572,6.1,Joseph Castelo,Thomas Mann,Lucy Fry,Logan Huffman,Crime,110,15,11,0
tt4501706,4.6,Steve Oram,Jade Alexander,Julian Barratt,Missa Blue,Comedy,80,12,39,0
tt3449664,5.7,Justin Hardy,Warren Brown,Steve Oram,Georgia Maguire,Drama,87,no data,3,0
tt4127548,6.9,Luís Filipe Rocha,Joana Bárcia,Filipe Duarte,Miguel Borges,Drama,125,no data,4,0
tt3840898,8.5,Jeremy Herrin,Colin Morgan,Roger Allam,Jason Baughan,Comedy,162,1,no data,0
tt5039054,8,Vamshi Paidipally,Nagarjuna Akkineni,Karthi,Tamannaah Bhatia,Comedy,158,12,5,0
tt4428728,6.3,Julien Leclercq,Sami Bouajila,Guillaume Gouix,Youssef Hajdi,Crime,80,3,17,0
tt4961322,6.2,Jeethu Joseph,Dileep,Hareesh Peradi,Jyothi Krishna,Drama,166,5,2,0
tt4333662,7.3,Johanna Schwartz,Aliou Touré,Oumar Touré,Garba Touré,Documentary,105,2,22,522360
tt5663038,no data,Ross MacGibbon,Carlos Acosta,Tamara Rojo,,Musical,140,no data,no data,0
tt5040338,8.1,BoA,BoA,Exo,Fx,Documentary,107,no data,1,0
tt3764122,6.3,Grant Scicluna,Reef Ireland,Kerry Fox,Robert Taylor,Drama,99,5,24,0
tt3915966,7.4,Brian J. Terwilliger,Harrison Ford,,,Documentary,47,8,10,0
tt2815720,5.5,Zephyr Benson,Zephyr Benson,Aaron Costa Ganis,Jon McCormick,Drama,92,7,5,0
tt4944506,7.1,José Luis Guerín,Rosa Delor,Emanuela Forgetta,Patricia Gil,Drama,92,no data,26,0
tt5037912,7.7,Ashwin Saravanan,Nayanthara,Aari,Amzath Khan,Horror,141,7,2,0
tt0091778,5.7,Brian Gibson,JoBeth Williams,Craig T. Nelson,Heather O'Rourke,Horror,91,120,84,19000000
tt3440132,6.7,Brian Perkins,Shine Htet Zaw,Ko Yin Saw Ri,Ko Yin Than Maung,Drama,104,no data,11,0
tt3150966,5.3,Ricci Harnett,Charlie Heaton,Steven Berkoff,Luke Mably,Biography,111,18,7,0
tt5278466,7.7,Brian Oakes,James Foley,Unai Aranzadi,Zac Baillie,Documentary,111,6,19,0
tt2980554,6.2,Marya Cohn,Emily VanCamp,Courtney Daniels,Jordan Lage,Drama,86,22,21,0
tt4462082,5.9,Jem Cohen,,,,Documentary,111,1,14,50000
tt4228816,6.3,Denis Dercourt,Albert Dupontel,Cécile de France,Patrick Mille,Drama,88,3,8,0
tt4374230,5.9,Blaz Zavrsnik,Dario Nozic Serini,Jan Gerl Korenc,Spela Colja,Comedy,83,no data,2,0
tt0076574,7.9,Alain Resnais,Dirk Bogarde,Ellen Burstyn,John Gielgud,Drama,110,24,19,0
tt3846402,7.4,Junichi Suzuki,Tyson Cole,Isao Hatano,Tomomi Inada,Documentary,107,1,1,0
tt2957760,6.2,Phil Volken,Eion Bailey,Bethany Joy Lenz,Barkhad Abdi,Action,108,49,11,0
tt4546024,5.9,M. Muthaiah,Karthi,Lakshmi Menon,Raj Kiran,Action,145,2,3,0
tt3359868,5.8,Paul Cox,David Wenham,Jacqueline McKenzie,Kim Gyngell,Drama,92,4,5,0
tt3774092,6.2,Barbet Schroeder,Marthe Keller,Max Riemelt,Bruno Ganz,Drama,96,10,33,0
tt3157318,5.1,Kirk Loudon,Barry Corbin,Brooke Coleman,Kurt Cole,Drama,95,2,3,0
tt2721510,7.9,Valerio Ruiz,Lina Wertmüller,John Simon,Massimo Wertmüller,Documentary,112,no data,26,0
tt3863484,7,Felix Thompson,Charlie Plummer,Cory Nichols,Christian Madsen,Adventure,81,20,36,0
tt5500416,6,T.N. Santhosh,Atharvaa Murali,Catherine Tresa,Tarun Arora,Action,145,4,2,0
tt4173478,6.3,Kiyoshi Kurosawa,Eri Fukatsu,Tadanobu Asano,Masao Komatsu,Drama,128,4,53,0
tt4082524,4.8,Jasmin Dizdar,Luke Mably,Ana Ularu,Tomasz Aleksander,Drama,101,18,7,0
tt4024944,6.3,Prawaal Raman,Adil Hussain,Alexx O'Nell,Anastasia Fullfina,Action,,14,21,0
